Date	Temp	Precip	Humidity	Trap	Trap.Height	Height	FPD	MPD	P.downsi	Moths	Diptera	P. versicolor	TrapID	Bait	WoY	Study.week	OLRE
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	11.5	0	0	0	0	0	0	40	YEAST	8	60	1734
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	11.9	0	0	0	0	0	0	50	YEAST	8	60	1739
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	12.5	0	0	0	0	0	0	60	YEAST	8	60	1744
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	12.2	0	0	0	0	0	0	70	YEAST	8	60	1749
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	12.5	0	0	0	0	0	0	80	YEAST	8	60	1754
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	12.7	0	0	0	0	0	0	90	YEAST	8	60	1759
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	13	0	0	0	0	0	0	100	YEAST	8	60	1764
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	11.6	0	0	0	0	0	0	110	YEAST	8	60	1769
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	11.6	0	0	0	0	0	0	120	YEAST	8	60	1774
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	12.6	0	0	0	0	0	0	130	YEAST	8	60	1779
23/02/2017	21.47777778	1.2	83.55555556	E	11.1-13m	12.9	0	0	0	0	0	0	140	YEAST	8	60	1784
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.2	0	0	0	0	0	0	11	YEAST	8	60	1718
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10	0	0	0	1	0	0	21	YEAST	8	60	1723
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.4	0	0	0	1	0	0	31	YEAST	8	60	1728
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	9.5	0	0	0	0	0	0	41	YEAST	8	60	1733
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	9.9	0	0	0	0	0	0	51	YEAST	8	60	1738
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.5	0	0	0	1	0	0	61	YEAST	8	60	1743
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.2	0	0	0	1	0	0	71	YEAST	8	60	1748
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.5	0	0	0	0	0	0	81	YEAST	8	60	1753
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.7	0	0	0	2	0	0	91	YEAST	8	60	1758
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	11.5	0	0	0	0	0	0	101	YEAST	8	60	1763
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	9.6	0	0	0	1	0	0	111	YEAST	8	60	1768
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	9.6	0	0	0	0	0	1	121	YEAST	8	60	1773
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.6	0	0	0	0	0	0	131	YEAST	8	60	1778
23/02/2017	21.47777778	1.2	83.55555556	D	9.1-11.5m	10.9	0	0	0	0	0	0	141	YEAST	8	60	1783
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.2	0	0	0	0	0	1	12	YEAST	8	60	1717
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8	0	0	0	0	0	0	22	YEAST	8	60	1722
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.4	0	0	0	0	0	0	32	YEAST	8	60	1727
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	7.5	0	0	0	1	0	0	42	YEAST	8	60	1732
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	7.9	0	0	0	2	0	1	52	YEAST	8	60	1737
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.2	0	0	0	0	0	0	72	YEAST	8	60	1747
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.5	0	0	0	0	0	0	82	YEAST	8	60	1752
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.7	0	0	0	2	0	0	92	YEAST	8	60	1757
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	9.5	0	0	0	0	0	0	102	YEAST	8	60	1762
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	7.6	0	0	0	0	0	0	122	YEAST	8	60	1772
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.6	0	0	0	2	0	0	132	YEAST	8	60	1777
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.5	0	0	0	0	1	0	62	YEAST	8	60	1742
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	7.6	0	0	0	3	1	0	112	YEAST	8	60	1767
23/02/2017	21.47777778	1.2	83.55555556	C	7.1-9.5m	8.9	0	0	0	0	1	0	142	YEAST	8	60	1782
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.2	0	0	0	0	0	0	13	YEAST	8	60	1716
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.4	0	0	0	0	0	0	33	YEAST	8	60	1726
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	5.5	0	0	0	0	0	0	43	YEAST	8	60	1731
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	5.9	0	0	0	0	0	0	53	YEAST	8	60	1736
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.5	0	0	0	0	0	0	63	YEAST	8	60	1741
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.2	0	0	0	0	0	0	73	YEAST	8	60	1746
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.7	0	0	0	0	0	0	93	YEAST	8	60	1756
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	5.6	0	0	0	2	0	0	113	YEAST	8	60	1766
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	5.6	0	0	0	1	0	0	123	YEAST	8	60	1771
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.6	0	0	0	0	0	0	133	YEAST	8	60	1776
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.9	0	0	0	0	0	0	143	YEAST	8	60	1781
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6	0	0	0	1	1	0	23	YEAST	8	60	1721
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	6.5	0	0	0	0	2	0	83	YEAST	8	60	1751
23/02/2017	21.47777778	1.2	83.55555556	B	5.1-7.5m	7.5	0	0	0	1	3	0	103	YEAST	8	60	1761
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.2	0	0	0	0	0	0	14	YEAST	8	60	1715
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4	0	0	0	0	0	0	24	YEAST	8	60	1720
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.4	0	0	0	0	0	0	34	YEAST	8	60	1725
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	3.5	0	0	0	0	0	0	44	YEAST	8	60	1730
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	3.9	0	0	0	0	0	0	54	YEAST	8	60	1735
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.2	0	0	0	0	0	0	74	YEAST	8	60	1745
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.7	0	0	0	0	0	1	94	YEAST	8	60	1755
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	5.5	0	0	0	2	0	0	104	YEAST	8	60	1760
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	3.6	0	0	0	1	0	0	114	YEAST	8	60	1765
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	3.6	0	0	0	0	0	0	124	YEAST	8	60	1770
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.6	0	0	0	0	0	0	134	YEAST	8	60	1775
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.5	0	0	0	1	1	0	64	YEAST	8	60	1740
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.5	0	0	0	0	1	0	84	YEAST	8	60	1750
23/02/2017	21.47777778	1.2	83.55555556	A	3.1-5.5m	4.9	0	0	0	0	1	0	144	YEAST	8	60	1780
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.2	0	0	0	0	0	5	10	YEAST	15	15	60
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12	0	0	0	0	0	3	20	YEAST	15	15	65
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.4	0	0	0	0	0	1	30	YEAST	15	15	70
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	11.5	0	0	0	0	0	2	40	YEAST	15	15	75
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	11.9	0	0	0	1	0	1	50	YEAST	15	15	80
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.5	0	0	0	3	0	4	60	YEAST	15	15	85
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.2	0	0	0	2	0	1	70	YEAST	15	15	90
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.5	0	0	0	2	0	7	80	YEAST	15	15	95
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.7	0	0	0	0	0	3	90	YEAST	15	15	100
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	13	0	0	0	0	0	1	100	YEAST	15	15	105
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	11.6	0	0	0	0	0	3	120	YEAST	15	15	115
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.9	0	0	0	0	0	5	140	YEAST	15	15	125
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	11.1	0	0	0	5	0	3	150	YEAST	15	15	130
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	12.6	0	0	0	0	1	2	130	YEAST	15	15	120
06/04/2016	24.02777778	0.1	84.05555556	E	11.1-13m	11.6	0	0	0	0	2	3	110	YEAST	15	15	110
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	9.9	0	0	0	1	0	3	51	YEAST	15	15	81
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	11.5	0	0	0	2	0	5	101	YEAST	15	15	106
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.4	0	0	0	8	1	3	31	YEAST	15	15	71
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.7	0	0	0	2	1	14	91	YEAST	15	15	101
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	9.6	0	0	0	0	1	3	111	YEAST	15	15	111
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	9.5	0	0	0	1	2	5	41	YEAST	15	15	76
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.5	0	0	0	6	2	3	61	YEAST	15	15	86
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.5	0	0	0	6	2	10	81	YEAST	15	15	96
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.6	0	0	0	0	2	3	131	YEAST	15	15	121
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.2	0	0	0	6	3	8	71	YEAST	15	15	91
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	9.6	0	0	0	2	3	4	121	YEAST	15	15	116
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.9	1	0	1	9	5	12	141	YEAST	15	15	126
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10.2	0	0	0	13	6	17	11	YEAST	15	15	61
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	10	0	0	0	3	7	6	21	YEAST	15	15	66
06/04/2016	24.02777778	0.1	84.05555556	D	9.1-11.5m	9.1	0	0	0	3	12	15	151	YEAST	15	15	131
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	7.6	0	0	0	7	2	25	122	YEAST	15	15	117
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.5	0	1	1	8	8	11	62	YEAST	15	15	87
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8	0	0	0	7	9	9	22	YEAST	15	15	67
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	7.6	0	0	0	13	10	42	112	YEAST	15	15	112
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.7	0	0	0	0	12	4	92	YEAST	15	15	102
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.4	0	0	0	8	15	21	32	YEAST	15	15	72
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.6	0	1	1	10	16	30	132	YEAST	15	15	122
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.2	0	0	0	4	17	23	72	YEAST	15	15	92
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	9.5	0	0	0	1	18	12	102	YEAST	15	15	107
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	7.9	0	0	0	0	19	3	52	YEAST	15	15	82
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.9	0	0	0	6	19	39	142	YEAST	15	15	127
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	7.1	0	1	1	1	23	16	152	YEAST	15	15	132
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	7.5	0	0	0	12	24	26	42	YEAST	15	15	77
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.5	0	0	0	2	32	13	82	YEAST	15	15	97
06/04/2016	24.02777778	0.1	84.05555556	C	7.1-9.5m	8.2	1	0	1	0	37	16	12	YEAST	15	15	62
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6	0	0	0	1	5	1	23	YEAST	15	15	68
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.7	1	0	1	5	9	2	93	YEAST	15	15	103
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.9	0	2	2	1	12	3	143	YEAST	15	15	128
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	5.1	0	0	0	0	15	6	153	YEAST	15	15	133
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.5	1	0	1	7	16	5	63	YEAST	15	15	88
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.4	0	1	1	3	17	1	33	YEAST	15	15	73
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	7.5	1	0	1	2	17	14	103	YEAST	15	15	108
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	5.6	0	0	0	4	17	2	113	YEAST	15	15	113
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.5	0	0	0	3	19	11	83	YEAST	15	15	98
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.2	0	0	0	5	21	2	73	YEAST	15	15	93
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	5.6	0	0	0	2	22	4	123	YEAST	15	15	118
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	5.5	0	1	1	1	23	8	43	YEAST	15	15	78
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.2	0	0	0	3	25	2	13	YEAST	15	15	63
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	6.6	0	1	1	1	26	4	133	YEAST	15	15	123
06/04/2016	24.02777778	0.1	84.05555556	B	5.1-7.5m	5.9	0	0	0	8	32	5	53	YEAST	15	15	83
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4	0	0	0	0	1	2	24	YEAST	15	15	69
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.9	0	1	1	2	3	3	144	YEAST	15	15	129
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.2	0	0	0	1	6	1	14	YEAST	15	15	64
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.4	1	0	1	1	6	1	34	YEAST	15	15	74
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.7	0	0	0	2	7	0	94	YEAST	15	15	104
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	3.1	0	0	0	2	7	2	154	YEAST	15	15	134
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	5.5	0	0	0	10	9	6	104	YEAST	15	15	109
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	3.6	0	0	0	2	10	6	114	YEAST	15	15	114
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	3.6	0	0	0	0	11	1	124	YEAST	15	15	119
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	3.9	0	1	1	7	14	8	54	YEAST	15	15	84
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.5	0	0	0	5	15	10	84	YEAST	15	15	99
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.6	0	1	1	1	17	1	134	YEAST	15	15	124
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	3.5	0	0	0	0	21	2	44	YEAST	15	15	79
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.5	0	0	0	7	28	1	64	YEAST	15	15	89
06/04/2016	24.02777778	0.1	84.05555556	A	3.1-5.5m	4.2	0	0	0	2	31	3	74	YEAST	15	15	94
12/07/2017	19.05126263	2.4	84.23417313	E	11.1-13m	12.2	0	0	0	0	0	0	10	PAPAYA	28	80	2430
12/07/2017	19.05126263	2.4	84.23417313	E	11.1-13m	12	0	0	0	0	0	0	20	PAPAYA	28	80	2435
12/07/2017	19.05126263	2.4	84.23417313	E	11.1-13m	12.4	0	0	0	0	0	0	30	PAPAYA	28	80	2440
12/07/2017	19.05126263	2.4	84.23417313	E	11.1-13m	11.5	0	0	0	0	0	0	40	PAPAYA	28	80	2445
12/07/2017	19.05126263	2.4	84.23417313	E	11.1-13m	11.9	0	0	0	0	0	0	50	PAPAYA	28	80	2450
